column,pooled_auc,dominant_segment,dominant_auc,measurable_in_dominant,segments_measurable,segments_total,min_segment_auc,max_segment_auc,gap_dominant,cmh_or,cmh_p,bd_p,strata_used,note,cmh_p_bh,bd_p_bh,segment_artefact,heterogeneous
V210,0.526136557195803,W,,FALSE,4,5,0.506623870466533,0.552600597488378,,7.6626706339123,0.000622432780206325,0.325825326127564,3,"",0.000953668938093901,0.435040519242948,FALSE,FALSE
V211,0.646653269566219,W,,FALSE,4,5,0.610587204072453,0.657213700684317,,5.76450805092504,2.02703524926724e-209,0.00104781223718087,4,"",1.47523120918894e-208,0.00251722592397215,TRUE,TRUE
V212,0.667317118600445,W,,FALSE,4,5,0.621744541440077,0.678792843422853,,5.83942664778344,8.12014650662102e-226,0.0114133288530147,4,"",6.44690419616578e-225,0.0219982709344397,TRUE,TRUE
V213,0.661715467472951,W,,FALSE,4,5,0.620037208161263,0.675539825899854,,6.23818000293941,1.49740722206674e-240,0.00104943419633818,4,"",1.3528299730396e-239,0.00251722592397215,TRUE,TRUE
V214,0.543533280318447,W,,FALSE,4,5,0.50591399813815,0.631739797575209,,1.214767964432,0.612469612518886,0.0714765632735244,3,"",0.641868153919792,0.11238749093666,FALSE,FALSE
V215,0.564788830599822,W,,FALSE,4,5,0.526586318106122,0.665054413807531,,0.98954526476363,0.966376546133449,0.781283637666934,3,"",0.970079138264229,0.85246324512893,TRUE,FALSE
V216,0.560843526135518,W,,FALSE,4,5,0.527507110890594,0.654745529122088,,1.3294636865393,0.45737071391995,0.105366403675156,3,"",0.491111176422241,0.16039853807874,TRUE,FALSE
V217,0.711121738182431,W,,FALSE,4,5,0.633006659628575,0.69990504704876,,4.9273220296532,1.57786932475869e-179,0.0123966910702519,4,"",9.1867058463728e-179,0.0233292060298441,TRUE,TRUE
V218,0.738748012170179,W,,FALSE,4,5,0.682621888466161,0.726959477722724,,5.17347844887348,4.98199373693819e-184,0.00605466112726061,4,"",2.96655081608592e-183,0.0125831652992634,TRUE,TRUE
V219,0.732744601843544,W,,FALSE,4,5,0.687946935442105,0.720729552766189,,5.33931882601395,2.94801085230034e-196,0.00963545170021873,4,"",1.93094710825672e-195,0.0189132533185055,TRUE,TRUE
V220,0.528687282565779,W,,FALSE,4,5,0.503156678274763,0.531422803009772,,,,,0,fewer than two usable strata,,,FALSE,FALSE
V221,0.62357005395261,W,,FALSE,4,5,0.598154206654081,0.667444501254444,,3.79760191948063,7.43780387540257e-117,1.8120641576691e-05,4,"",3.3028891785686e-116,5.34670782324587e-05,TRUE,TRUE
V222,0.636191361914201,W,,FALSE,4,5,0.608274792935486,0.675548381536993,,4.08569391853556,5.64468790979104e-126,7.98643603405758e-06,4,"",2.59457584625483e-125,2.47890676901268e-05,TRUE,TRUE
V223,0.507754524782231,W,,FALSE,4,5,0.511808953521528,0.538617505824674,,13.4950615713264,0.000400191080487912,1.7308764188595e-07,4,"",0.000624107518379958,7.01151634080372e-07,FALSE,TRUE
V224,0.533477522501361,W,,FALSE,4,5,0.500372398061021,0.566219292164732,,,,,0,fewer than two usable strata,,,FALSE,FALSE
V225,0.528619410798336,W,,FALSE,4,5,0.505286569717708,0.549144580388425,,Inf,0.0644928988802017,,4,"",0.0784363153113927,,FALSE,FALSE
V226,0.50678922666698,W,,FALSE,3,5,0.500295450068938,0.681321357285429,,,,,0,fewer than two usable strata,,,FALSE,FALSE
V227,0.53544580105669,W,,FALSE,4,5,0.507515021620829,0.566148429316481,,Inf,0.235154415760678,,4,"",0.265562314350421,,FALSE,FALSE
V228,0.678048579215008,W,,FALSE,4,5,0.558754788890438,0.72122127174223,,4.8386461158784,4.03864817864941e-171,0,4,"",2.2044287975128e-170,0,TRUE,TRUE
V229,0.713686140237514,W,,FALSE,4,5,0.653237854311495,0.734163672654691,,4.98049246929384,5.39240489499955e-187,0,4,"",3.28560484299973e-186,0,TRUE,TRUE
V230,0.703981134442397,W,,FALSE,4,5,0.656557709034653,0.729580838323353,,5.21589914707492,3.67523371851559e-199,0,4,"",2.5339769322397e-198,0,TRUE,TRUE
V231,0.682434167969696,W,,FALSE,4,5,0.611112887506427,0.703782683958256,,6.75279390497975,3.33974227310085e-242,0.939256849129734,4,"",3.12504455554437e-241,0.959326439923104,TRUE,FALSE
V232,0.7058642881758,W,,FALSE,4,5,0.634796061324357,0.726626307084826,,7.22501090056083,4.11536203286179e-271,0.74869786786488,4,"",4.90102205731722e-270,0.844050898206161,TRUE,FALSE
V233,0.695855563943668,W,,FALSE,4,5,0.623940136379632,0.719745044444867,,7.21147275532205,5.99383168400756e-267,0.929499151158,4,"",6.54326625504158e-266,0.959326439923104,TRUE,FALSE
V234,0.571208360655164,W,,FALSE,4,5,0.533549216787204,0.654593836202392,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V235,0.552067665061417,W,,FALSE,4,5,0.511621421441133,0.630650128314799,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V236,0.582828483204362,W,,FALSE,4,5,0.538659708251167,0.65711747932706,,Inf,0.327154066188524,,2,"",0.355661266976735,,TRUE,FALSE
V237,0.573354227340469,W,,FALSE,4,5,0.535087289975381,0.643587028164535,,,,,1,fewer than two usable strata,,,TRUE,FALSE
V238,0.564496410600444,W,,FALSE,4,5,0.521038058526522,0.645287163611557,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V239,0.575573156703273,W,,FALSE,4,5,0.538145899855913,0.648953698881742,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V240,0.500347854008349,W,,FALSE,4,5,0.500032827785438,0.50160906674129,,Inf,0.147233263405731,,4,"",0.170686349611954,,FALSE,FALSE
V241,0.500147169003532,W,,FALSE,3,5,0.500032827785438,0.500629634811809,,,,,0,fewer than two usable strata,,,FALSE,FALSE
V242,0.660504041192969,W,,FALSE,4,5,0.504398807508184,0.69150869689193,,12.5640902013879,0,0,4,"",0,0,TRUE,TRUE
V243,0.689648367018443,W,,FALSE,4,5,0.58247847074212,0.696227259766182,,11.4617901973038,0,6.87450096847897e-13,4,"",0,4.69430208990421e-12,TRUE,TRUE
V244,0.66836651656826,W,,FALSE,4,5,0.506885378695828,0.683162817222698,,12.8070168160539,0,0,4,"",0,0,TRUE,TRUE
V245,0.606957021545715,W,,FALSE,4,5,0.54358547725269,0.65607647352588,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V246,0.683768642199623,W,,FALSE,4,5,0.541840129075952,0.702525805531794,,10.0161628130247,0,0,4,"",0,0,TRUE,TRUE
V247,0.576555612462537,W,,FALSE,4,5,0.502728920582435,0.636593099515255,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V248,0.600642730201371,W,,FALSE,4,5,0.524616722772212,0.665869689193043,,8.5552237471715,3.23086792085078e-244,0,4,"",3.13513850097372e-243,0,TRUE,TRUE
V249,0.588880676089518,W,,FALSE,4,5,0.532209230524072,0.647592244083262,,,,,1,fewer than two usable strata,,,TRUE,FALSE
V250,0.52889174498278,W,,FALSE,4,5,0.510556978098259,0.634811615398945,,,,,0,fewer than two usable strata,,,FALSE,FALSE
V251,0.540076419599663,W,,FALSE,4,5,0.520831733995049,0.637515705322568,,,,,0,fewer than two usable strata,,,FALSE,FALSE
V252,0.596077832582928,W,,FALSE,4,5,0.540067326653786,0.70349130310807,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V253,0.622315965042207,W,,FALSE,4,5,0.571898093739418,0.728229826062161,,8.38504817957368,2.78831815292055e-281,0,4,"",3.65269678032592e-280,0,TRUE,TRUE
V254,0.610195012222225,W,,FALSE,4,5,0.571381068116295,0.712299401197605,,11.8125526098683,0,0,4,"",0,0,TRUE,TRUE
V255,0.54883734202352,W,,FALSE,4,5,0.527380856090895,0.679033245740241,,,,,0,fewer than two usable strata,,,FALSE,FALSE
V256,0.557967715786176,W,,FALSE,4,5,0.533349388711144,0.681140335231844,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V257,0.707699037593824,W,,FALSE,4,5,0.540890650625129,0.734382782266121,,10.017752575643,0,0.00115190073155447,4,"",0,0.00272578489942097,TRUE,TRUE
V258,0.730346313369992,W,,FALSE,4,5,0.581040973646993,0.758348443225289,,9.74287495642817,0,0.00165714443144904,4,"",0,0.00373639168977661,TRUE,TRUE
V259,0.622781845802765,W,,FALSE,4,5,0.54697288088404,0.674469041192534,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V260,0.536933367996256,W,,FALSE,4,5,0.52824750499002,0.562206211206828,,,,,0,fewer than two usable strata,,,FALSE,FALSE
V261,0.57686082225823,W,,FALSE,4,5,0.554638437410892,0.629059352362741,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V262,0.564552509399018,W,,FALSE,4,5,0.537481037924152,0.624697063256512,,,,,0,fewer than two usable strata,,,TRUE,FALSE
V263,0.704172158036643,W,,FALSE,4,5,0.628534815316482,0.703410870857197,,5.59935596100135,3.13676375780469e-195,0,4,"",2.00446854767031e-194,0,TRUE,TRUE
V264,0.732089754893262,W,,FALSE,4,5,0.672469772722746,0.740448286858569,,5.31400357706233,4.83622862852034e-204,7.19465359277915e-05,4,"",3.42457270451981e-203,0.000195400250985707,TRUE,TRUE
V265,0.725584545599005,W,,FALSE,4,5,0.67842559209609,0.733074185679071,,5.16077250305901,4.76861589633057e-194,0.00162637615011274,4,"",2.9747080115205e-193,0.00370194190358995,TRUE,TRUE
V266,0.507702100282591,W,,FALSE,4,5,0.511656686626747,0.538386035139401,,7.99199159719017,0.0135004968770843,0.569574803482024,3,"",0.0180465825601841,0.695987142067331,FALSE,FALSE
V267,0.533947570658846,W,,FALSE,4,5,0.501490447676077,0.56934134246031,,,,,0,fewer than two usable strata,,,FALSE,FALSE
V268,0.528904389989343,W,,FALSE,4,5,0.505628742514971,0.550763800246762,,6.04305830703772,0.00450917719235953,0.066495492639218,3,"",0.0062179180231484,0.107269104272513,FALSE,FALSE
V269,0.504345278842574,W,,FALSE,3,5,0.503399594299733,0.513956669256153,,5.91518065248536,0.0445620301924372,0.131244387142097,3,"",0.055332947442742,0.193625978561489,FALSE,FALSE
V270,0.529635762617833,W,,FALSE,4,5,0.508560887107961,0.568363939651635,,1.76800061827794,0.13710508119639,0.000169027390234722,3,"",0.160363978899349,0.000443929079847236,FALSE,TRUE
V271,0.535231768719287,W,,FALSE,4,5,0.507965620702092,0.56821558764386,,10.7376666396323,0.00324932592738987,0.0821633787647903,3,"",0.00455253151324142,0.128346715848267,FALSE,FALSE
V272,0.535586574003437,W,,FALSE,4,5,0.50816850176177,0.568291940609923,,11.3952255569708,0.0023435954652024,0.12132919680782,3,"",0.00335531154034442,0.181235487731682,FALSE,FALSE
V273,0.679930176748049,W,,FALSE,4,5,0.614942227360979,0.704443507813479,,7.08363748296792,3.73425369904872e-252,0.569347090150334,4,"",3.76297872750294e-251,0.695987142067331,TRUE,FALSE
V274,0.703541572682251,W,,FALSE,4,5,0.635094848249441,0.728225681231087,,7.17551769316047,1.49245096303421e-269,0.721017375426905,4,"",1.70009631441288e-268,0.824512692473829,TRUE,FALSE
V275,0.693437228583527,W,,FALSE,4,5,0.624179165919699,0.721366490837237,,7.58491295477128,1.52819686853247e-278,0.428752054035405,4,"",1.90660752169289e-277,0.547977224141507,TRUE,FALSE
V276,0.552184823173277,W,,FALSE,4,5,0.511737444682633,0.632686056458511,,1.45285122755187,0.365280504086713,0.43945888513054,3,"",0.393841531155221,0.558673795458506,TRUE,FALSE
V277,0.581912648485291,W,,FALSE,4,5,0.534194503648521,0.658828926309722,,0.953474374953914,0.848511908584689,0.793258338578221,3,"",0.861667131973599,0.854003346487364,TRUE,FALSE
V278,0.572685752830079,W,,FALSE,4,5,0.535391982937961,0.647124115461717,,1.50655902208588,0.319749183497547,0.414363809148312,3,"",0.349059525318155,0.535313245332143,TRUE,FALSE
V302,0.572337656447795,W,,FALSE,4,5,0.517219550758148,0.571816657082208,,1.50991302983291,2.702135095225e-06,0.00922917732903938,4,"",4.45257481099969e-06,0.0183814448470034,TRUE,TRUE
V303,0.582833641811126,W,,FALSE,4,5,0.516050083512146,0.66582036817299,,1.56751633214763,7.95804991454965e-07,0.0115469653347048,4,"",1.32803125962548e-06,0.0220777977199555,TRUE,TRUE
V304,0.581098640273314,W,,FALSE,4,5,0.517849854472903,0.629294743889747,,1.58872134744843,2.93386778095961e-07,0.0122013097563553,4,"",5.05706156981195e-07,0.0231437542203881,TRUE,TRUE
V322,0.565695222727245,W,,FALSE,3,5,0.511461868730398,0.627362399156795,,2.31485425163825,2.79148783410522e-18,0.00047705820660171,3,"",6.19804925877599e-18,0.00118767616018551,TRUE,TRUE
V323,0.583009446485019,W,,FALSE,3,5,0.508328429595199,0.700383817358621,,2.39730347133891,8.76595929846561e-21,1.10684991858623e-05,3,"",2.03246135946725e-20,3.39150167361678e-05,TRUE,TRUE
V324,0.583332938105249,W,,FALSE,3,5,0.508416102489118,0.694709419103366,,2.54026022922383,7.32860906017378e-24,3.20314110990871e-06,3,"",1.81141091864673e-23,1.04869962365504e-05,TRUE,TRUE
V325,0.512514543110278,W,,FALSE,3,5,0.502100186837376,0.521682149036783,,1.86744711097543,0.000880988026140186,0.0146433671555495,3,"",0.00134197013284145,0.0271299593036925,FALSE,TRUE
V326,0.528325319237015,W,,FALSE,3,5,0.512270490195496,0.600273113560884,,3.41553788116961,5.54133411882858e-09,0.000432299188124152,3,"",1.00126175112627e-08,0.00109914368044332,FALSE,TRUE
V327,0.531579391169307,W,,FALSE,3,5,0.508167200629264,0.600293000470657,,2.45590576978935,3.15569106397557e-10,0.00173369728311301,3,"",5.78175565567552e-10,0.00387246402489729,FALSE,TRUE
V328,0.51508787829718,W,,FALSE,3,5,0.526879914882994,0.53566894711672,,1.78446987628839,0.127883364981338,0.0250234102018431,3,"",0.150248617152963,0.0439749635164742,FALSE,TRUE
V329,0.516929661699338,W,,FALSE,3,5,0.525494237364701,0.536377694514263,,1.61454583507216,0.17761794326669,0.0209237974675885,3,"",0.204104829543302,0.0378847545057096,FALSE,TRUE
V330,0.516608418259636,W,,FALSE,3,5,0.528685629768761,0.550383485910125,,1.62967499993893,0.200052509002207,0.0230124175445299,3,"",0.228881036500342,0.0410445357697212,FALSE,TRUE
V331,0.568209273701567,W,,FALSE,3,5,0.514625522817738,0.627607671043997,,3.00755214545505,1.76404671054642e-29,6.02786756065399e-08,3,"",4.66848725417335e-29,2.61938244908419e-07,TRUE,TRUE
V332,0.584634665428547,W,,FALSE,3,5,0.511987163103284,0.689124511942091,,3.60334618820079,6.10764390000751e-43,5.12845321765099e-12,3,"",1.88259141388467e-42,3.14282133081689e-11,TRUE,TRUE
V333,0.584913070250221,W,,FALSE,3,5,0.51194976590842,0.690244807859307,,3.5515938057757,1.44280221284899e-40,3.37718741860726e-12,3,"",4.24735033445434e-40,2.12407313959773e-11,TRUE,TRUE
V334,0.512765938968612,W,,FALSE,3,5,0.501951093385006,0.52212629740591,,3.73199541300153,7.28165458076657e-13,0.00105323260417245,3,"",1.44529810618246e-12,0.00251722592397215,FALSE,TRUE
V335,0.528467077798318,W,,FALSE,3,5,0.511919303292737,0.604170947876409,,2.90171361334632,2.02959710135103e-12,0.047531224181975,3,"",3.99815368837571e-12,0.0811425898535144,FALSE,FALSE
V336,0.531675631774144,W,,FALSE,3,5,0.507916565124615,0.609159247744494,,3.6164715836037,2.63924695899318e-17,1.50738899790115e-05,3,"",5.76235586046843e-17,4.56032874048576e-05,FALSE,TRUE
V337,0.515521992718236,W,,FALSE,3,5,0.526267690606815,0.537818654953523,,3.01957664804851,4.52725771034109e-12,6.81570667349085e-07,3,"",8.85180238887587e-12,2.46811196206714e-06,FALSE,TRUE
V338,0.517383948151167,W,,FALSE,3,5,0.525049433643012,0.538966666468465,,2.96085096466846,1.03586930554228e-13,6.69484358950534e-07,3,"",2.13699022088249e-13,2.46164248906427e-06,FALSE,TRUE
V339,0.517017309942975,W,,FALSE,3,5,0.528053592409211,0.547731897940379,,3.06198008510977,4.07731023488481e-13,6.75826473672814e-08,3,"",8.21734831953709e-13,2.88433084299647e-07,FALSE,TRUE
id_01,0.592414758311816,W,,FALSE,4,5,0.556858553187765,0.585570313642588,,1.83460735534051,5.92474095368073e-26,0.173414940359655,4,"",1.5369129998657e-25,0.249675727385286,TRUE,FALSE
id_02,0.574124560258808,W,,FALSE,4,5,0.513622235669492,0.744252675907727,,1.58614336036832,0.0012619724071668,2.22044604925031e-16,4,"",0.00185750994762754,1.76895535256942e-15,TRUE,TRUE
id_03,0.504032281377981,W,,FALSE,4,5,0.514469393156972,0.526334026334026,,,,,0,fewer than two usable strata,,,FALSE,FALSE
id_04,0.509456644985144,W,,FALSE,4,5,0.501736939495153,0.512909710187631,,Inf,0.100026541041574,,4,"",0.119666455492659,,FALSE,FALSE
id_05,0.504798163159238,W,,FALSE,4,5,0.504268533064046,0.622305431317607,,,,,0,fewer than two usable strata,,,FALSE,FALSE
id_06,0.567142188564072,W,,FALSE,4,5,0.530244173546769,0.632743336599416,,,,,0,fewer than two usable strata,,,TRUE,FALSE
id_07,0.610747551946501,W,,FALSE,2,5,0.581428571428571,0.604160530191458,,5.9976366154621,4.12125749379149e-07,0.0714459707752449,4,"",7.01149002190501e-07,0.11238749093666,TRUE,FALSE
id_08,0.651785287795558,W,,FALSE,2,5,0.669248120300752,0.70500736377025,,10.0592667859577,1.63855688426012e-08,0.731450376258403,4,"",2.94042399778187e-08,0.832460190122659,TRUE,FALSE
id_09,0.502563281055067,W,,FALSE,4,5,0.501127990101732,0.53804347826087,,,,,0,fewer than two usable strata,,,FALSE,FALSE
id_10,0.504052714802552,W,,FALSE,4,5,0.500633489521773,0.518051965905967,,3.75737626676448,0.00166649572563895,0.907592167601447,4,"",0.00243922838054416,0.951379509020815,FALSE,FALSE
id_11,0.507368569017516,W,,FALSE,4,5,0.507972666312303,0.524686192468619,,Inf,0.0184901309319572,,3,"",0.0239822490305583,,FALSE,FALSE
id_12,0.572889507009626,W,,FALSE,4,5,0.501733397131462,0.639950813043161,,,,,0,fewer than two usable strata,,,TRUE,FALSE
id_13,0.556897338219636,W,,FALSE,4,5,0.507234972759553,0.662725029699351,,,,,0,fewer than two usable strata,,,TRUE,FALSE
id_14,0.511750464817391,W,,FALSE,4,5,0.512862511889545,0.556289202084811,,2.4889434971472,0.00964098831212769,0.00599453196209776,3,"",0.0130203038029766,0.0125674836749243,FALSE,TRUE
id_15,0.597958309701416,W,,FALSE,4,5,0.527294783663567,0.6087824792122,,2.09850907000014,7.47787294398624e-35,0.0623802850108942,4,"",2.08425820353659e-34,0.102115672038382,TRUE,FALSE
id_16,0.582611097367452,W,,FALSE,4,5,0.529575149317548,0.609103140956107,,2.33431870278732,7.81204974401229e-44,0.0393751314785532,4,"",2.4659723288328e-43,0.068193162488219,TRUE,FALSE
id_17,0.711692659178325,W,,FALSE,4,5,0.501060670343657,0.543750818525942,,15.6636046102804,6.30655588251686e-21,0.201743827154778,3,"",1.47528360823162e-20,0.280660640372816,TRUE,FALSE
id_18,0.596998073817242,W,,FALSE,4,5,0.551663707092225,0.61992936666186,,1.68785351534454,5.2484134353591e-08,5.89384097082757e-12,4,"",9.16722880042723e-08,3.52156998006947e-11,TRUE,TRUE
id_19,0.583653963042477,W,,FALSE,4,5,0.51152934371514,0.57749127802377,,1.98306200823144,9.31914884438407e-21,2.47299080247121e-06,4,"",2.14176929581458e-20,8.20895558042526e-06,TRUE,TRUE
id_20,0.564780396386949,W,,FALSE,4,5,0.539495816200196,0.620614035087719,,1.86302560857712,1.10572708358463e-18,0.195466337171271,4,"",2.47607261452285e-18,0.275347852538927,TRUE,FALSE
id_21,0.568412677522404,W,,FALSE,2,5,0.570155325443787,0.706165413533835,,7.57884887573723,9.12515319170302e-06,6.64392985072482e-11,4,"",1.4849628175318e-05,3.78071246267436e-10,TRUE,TRUE
