column,pooled_auc,dominant_segment,dominant_auc,measurable_in_dominant,segments_measurable,segments_total,min_segment_auc,max_segment_auc,gap_dominant,cmh_or,cmh_p,bd_p,strata_used,note,cmh_p_bh,bd_p_bh,segment_artefact,heterogeneous
client_m3_mean_prior,0.548293650517041,W,0.560661641862079,TRUE,3,5,0.560661641862079,0.573352573352573,-0.0123679913450381,,,,0,fewer than two usable strata,,,FALSE,FALSE
V69,0.650521128197206,W,0.662899787503813,TRUE,1,5,0.662899787503813,0.662899787503813,-0.0123786593066071,,,,1,fewer than two usable strata,,,FALSE,FALSE
V70,0.65163183054983,W,0.664029964914209,TRUE,1,5,0.664029964914209,0.664029964914209,-0.0123981343643794,,,,1,fewer than two usable strata,,,FALSE,FALSE
V106,0.509282250514876,W,0.521746959805293,TRUE,5,5,0.506368168744008,0.528248706947445,-0.0124647092904169,1.71888699021211,,,5,"",,,FALSE,FALSE
V137,0.509110555169846,W,0.521667551355206,TRUE,5,5,0.506387727708533,0.530165775750837,-0.0125569961853599,2.04325976587778,,,5,"",,,FALSE,FALSE
client_m5_mean_prior,0.571522233702928,W,0.585118371991602,TRUE,3,5,0.585118371991602,0.701762878242075,-0.0135961382886731,,,,0,fewer than two usable strata,,,FALSE,FALSE
V90,0.65466316586958,W,0.668551474010853,TRUE,1,5,0.668551474010853,0.668551474010853,-0.013888308141273,,,,1,fewer than two usable strata,,,FALSE,FALSE
V91,0.655236287004887,W,0.669162655770287,TRUE,1,5,0.669162655770287,0.669162655770287,-0.0139263687653999,,,,1,fewer than two usable strata,,,FALSE,FALSE
D1,0.526062861124694,W,0.540442523669005,TRUE,5,5,0.531124304889739,0.582142880817748,-0.0143796625443118,1.54276515075658,3.68555355942743e-16,2.28089593817815e-05,4,"",7.91487731614744e-16,6.56788107499492e-05,FALSE,TRUE
V282,0.595881462433998,W,0.61169139117504,TRUE,5,5,0.501643815915628,0.661816470338674,-0.0158099287410424,2.17048931147303,,,5,"",,,FALSE,FALSE
V298,0.536668907760977,W,0.553344958575626,TRUE,5,5,0.514134653677209,0.563475701510742,-0.0166760508146492,2.42947591492661,,,5,"",,,FALSE,FALSE
V320,0.535868612162893,W,0.552843467898787,TRUE,5,5,0.513842906024564,0.559780050777909,-0.0169748557358932,2.68486105225181,,,5,"",,,FALSE,FALSE
V48,0.646533974572886,W,0.66366633515787,TRUE,1,5,0.66366633515787,0.66366633515787,-0.0171323605849842,,,,1,fewer than two usable strata,,,FALSE,FALSE
V49,0.647310967623014,W,0.664788281924704,TRUE,1,5,0.664788281924704,0.664788281924704,-0.0174773143016903,,,,1,fewer than two usable strata,,,FALSE,FALSE
D3n,0.664613474492223,W,0.682154238549596,TRUE,2,5,0.500790896892508,0.682154238549596,-0.0175407640573727,3.26380569847098,6.78913873963451e-62,4.71526321234039e-05,2,"",2.50528781659752e-61,0.000132582106794042,FALSE,TRUE
client_d11n_std_prior,0.52467586000149,W,0.543632590872809,TRUE,1,5,0.543632590872809,0.543632590872809,-0.0189567308713193,3.16648116641889,0.000408724335753976,0.158322836054247,3,"",0.000633643644778353,0.230726572054665,FALSE,FALSE
V105,0.511378070115932,W,0.530631513068876,TRUE,5,5,0.504945211563575,0.530631513068876,-0.0192534429529437,1.78659512829626,,,5,"",,,FALSE,FALSE
V136,0.511165923123355,W,0.530463206469159,TRUE,5,5,0.5059859598417,0.531684140962053,-0.0192972833458036,2.07451291320951,,,5,"",,,FALSE,FALSE
V283,0.616374360123108,W,0.636049390971419,TRUE,5,5,0.52000196548418,0.688063876754191,-0.0196750308483111,2.50304890346675,,,5,"",,,FALSE,FALSE
V291,0.582489842725753,W,0.602615252441265,TRUE,5,5,0.516667756386252,0.669675114184007,-0.0201254097155126,2.01789821875105,,,5,"",,,FALSE,FALSE
seconds_since_prev_txn_card,0.554689158843395,W,0.575392808662035,TRUE,5,5,0.525901253523749,0.628488778689045,-0.0207036498186397,1.32385064095542,1.67818408734768e-11,0.0088734365702543,5,"",3.23297228591979e-11,0.0178214398343763,FALSE,TRUE
V296,0.538884916090575,W,0.560413223543836,TRUE,5,5,0.514134653677209,0.560671647232737,-0.0215283074532608,2.41508755145234,,,5,"",,,FALSE,FALSE
D3,0.70305027021456,W,0.727590250599939,TRUE,2,5,0.50166319829444,0.727590250599939,-0.0245399803853796,4.12694167314994,2.15534332737778e-112,3.40616423954998e-13,2,"",9.25737625857343e-112,2.39433309780131e-12,FALSE,TRUE
card_txn_amt_sum_24h,0.545471592250734,W,0.570754405092108,TRUE,5,5,0.504254922666004,0.605999012334649,-0.0252828128413736,1.269768905981,1.34490845655457e-07,0,5,"",2.33354977229998e-07,0,FALSE,TRUE
D1n,0.528624913449041,W,0.554744475266386,TRUE,5,5,0.504544158883151,0.647316961782544,-0.026119561817345,1.65586528156554,4.48027927375337e-35,0,5,"",1.26218620400364e-34,0,FALSE,TRUE
V103,0.595977075599841,W,0.62527382866944,TRUE,5,5,0.526771438251535,0.62527382866944,-0.0292967530695989,5.38208597461465,,,5,"",,,FALSE,FALSE
V95,0.589427861018469,W,0.620070990747678,TRUE,5,5,0.507662462330375,0.620070990747678,-0.0306431297292092,3.31943866475859,,,5,"",,,FALSE,FALSE
V134,0.595183281351365,W,0.626091789932213,TRUE,5,5,0.526828400866228,0.626091789932213,-0.0309085085808477,5.54018126266362,,,5,"",,,FALSE,FALSE
V293,0.571452087119662,W,0.604008803702642,TRUE,5,5,0.526546090454456,0.604008803702642,-0.0325567165829801,2.93630624487058,,,5,"",,,FALSE,FALSE
V126,0.587535395092198,W,0.620582875308466,TRUE,5,5,0.509994462243198,0.620582875308466,-0.0330474802162675,3.66532329242129,,,5,"",,,FALSE,FALSE
V316,0.571388351199766,W,0.604742541624777,TRUE,5,5,0.527118259154027,0.604742541624777,-0.0333541904250109,2.99997657506213,,,5,"",,,FALSE,FALSE
C13,0.514589758364913,W,0.548022006003184,TRUE,5,5,0.533832310642373,0.731064636221881,-0.0334322476382711,2.46461535984121,2.73964708747704e-114,0,5,"",1.19631256153164e-113,0,FALSE,TRUE
client_txn_count_24h,0.595829414060394,W,0.62938667226245,TRUE,5,5,0.500903612067734,0.62938667226245,-0.0335572582020561,2.19961608373806,,,5,"",,,FALSE,FALSE
C14,0.508539943796166,W,0.542287855055414,TRUE,5,5,0.532678571428569,0.725928342021369,-0.033747911259248,2.43219110084062,1.02910188392297e-121,0,5,"",4.64870161358307e-121,0,FALSE,TRUE
seconds_since_prev_txn_client,0.572498327994213,W,0.606402653274838,TRUE,5,5,0.50389956248811,0.619951120218854,-0.0339043252806256,2.28380671420716,1.38565512181355e-24,0.048005030104685,5,"",3.45753944681096e-24,0.0813702283334732,FALSE,FALSE
V281,0.537468307226603,W,0.571885058657866,TRUE,5,5,0.503932649385695,0.571885058657866,-0.0344167514312633,2.09396690928527,,,5,"",,,FALSE,FALSE
V284,0.530706428472813,W,0.565753976005389,TRUE,5,5,0.500644420536657,0.565753976005389,-0.0350475475325758,1.53918613573359,,,5,"",,,FALSE,FALSE
V309,0.531316236626005,W,0.567340117583134,TRUE,5,5,0.500790046699437,0.567340117583134,-0.0360238809571292,1.62392783270044,,,5,"",,,FALSE,FALSE
V98,0.520002064352128,W,0.556552542636203,TRUE,5,5,0.505528593251268,0.556552542636203,-0.0365504782840754,2.17938630996564,,,5,"",,,FALSE,FALSE
V129,0.52037575550713,W,0.557609186788331,TRUE,5,5,0.505449836244866,0.557609186788331,-0.0372334312812,2.43157273683709,,,5,"",,,FALSE,FALSE
client_amt_avg_prior,0.548188691708493,W,0.586223563713021,TRUE,5,5,0.517950668949339,0.708453175040289,-0.0380348720045277,1.57389924964075,3.00457935871769e-13,0.00133441980898263,5,"",6.10232396886849e-13,0.00306659936871971,FALSE,TRUE
client_c5_mean_prior,0.616098909794109,W,0.655419937361642,TRUE,4,5,0.519697796634023,0.655419937361642,-0.0393210275675333,5.06526511367951,8.2299914360982e-58,0.614850161658797,4,"",2.95377774829826e-57,0.72513782726647,FALSE,FALSE
client_c14_mean_prior,0.513360042945541,W,0.552841046589942,TRUE,5,5,0.501799758015729,0.571091934492853,-0.0394810036444015,1.59983716203953,3.80596127821857e-07,2.1610815290507e-05,5,"",6.51739774440043e-07,6.298762017599e-05,FALSE,TRUE
V53,0.540930114387689,W,0.580711840173553,TRUE,1,5,0.580711840173553,0.580711840173553,-0.0397817257858641,,,,1,fewer than two usable strata,,,FALSE,FALSE
card_txn_count_1h,0.536888113263786,W,0.576866811999156,TRUE,5,5,0.505013205420067,0.591453269076518,-0.0399786987353694,1.16465524276301,0.000129894407180849,0,5,"",0.000205014064345678,0,FALSE,TRUE
card_txn_count_24h,0.530349779493688,W,0.573347497613679,TRUE,5,5,0.512993277570752,0.573347497613679,-0.0429977181199914,1.30917105590709,2.94033631525285e-11,2.63122856836162e-14,5,"",5.58237764200178e-11,1.96519883699509e-13,FALSE,TRUE
client_txn_count_prior,0.624432922839366,W,0.671423463924,TRUE,5,5,0.502557093205948,0.671423463924,-0.0469905410846332,2.60807193627342,,,5,"",,,FALSE,FALSE
client_c13_mean_prior,0.517450103377011,W,0.567193682194845,TRUE,5,5,0.504489252425337,0.574030213471458,-0.0497435788178341,1.98723739383376,1.97009733902761e-25,1.07902350388045e-08,5,"",4.96312983485802e-25,5.15773234854855e-08,FALSE,TRUE
V102,0.606675618872533,W,0.656537228633569,TRUE,5,5,0.526540368166715,0.656537228633569,-0.0498616097610356,5.4755367970861,,,5,"",,,FALSE,FALSE
V133,0.60565126792704,W,0.657200507793819,TRUE,5,5,0.526601293398083,0.657200507793819,-0.0515492398667787,5.74925022123666,,,5,"",,,FALSE,FALSE
V99,0.505432669983173,W,0.557583335830028,TRUE,5,5,0.508109491850432,0.563512160845326,-0.0521506658468552,0.701491862225455,2.21042143039461e-10,1.61059699088639e-06,5,"",4.07838320255907e-10,5.49903829745497e-06,FALSE,TRUE
V295,0.607579712143744,W,0.660508250657958,TRUE,5,5,0.540443951759105,0.660508250657958,-0.0529285385142134,3.96340316124593,,,5,"",,,FALSE,FALSE
V288,0.540741570569103,W,0.593885706939912,TRUE,5,5,0.501766088719025,0.627282851517703,-0.0531441363708093,1.62598611486086,,,5,"",,,FALSE,FALSE
V279,0.589357317953331,W,0.643140083423943,TRUE,5,5,0.507261453657363,0.643140083423943,-0.0537827654706117,2.31351168278658,,,5,"",,,FALSE,FALSE
V318,0.606816490869269,W,0.661400590874682,TRUE,5,5,0.540328788212008,0.661400590874682,-0.0545841000054135,4.07238058758862,,,5,"",,,FALSE,FALSE
V306,0.588737751723555,W,0.64433984957686,TRUE,5,5,0.508418477084614,0.64433984957686,-0.0556020978533052,2.76360069333763,,,5,"",,,FALSE,FALSE
C5,0.610074990678547,W,0.665852631202214,TRUE,1,5,0.665852631202214,0.665852631202214,-0.0557776405236667,,,,1,fewer than two usable strata,,,FALSE,FALSE
V97,0.595406169988984,W,0.651336881757937,TRUE,5,5,0.50695587824464,0.651336881757937,-0.0559307117689527,3.16707184444574,,,5,"",,,FALSE,FALSE
V313,0.542132974440321,W,0.599489764274506,TRUE,5,5,0.501502327046642,0.629536701291986,-0.0573567898341852,2.27022715681972,,,5,"",,,FALSE,FALSE
V289,0.54557641223974,W,0.602946319548822,TRUE,5,5,0.502158635433322,0.626192385965145,-0.0573699073090817,1.70847830605886,,,5,"",,,FALSE,FALSE
V12,0.528351144912602,W,0.587715839642674,TRUE,1,5,0.587715839642674,0.587715839642674,-0.0593646947300719,,,,1,fewer than two usable strata,,,FALSE,FALSE
V128,0.592835712024211,W,0.653108439203357,TRUE,5,5,0.509483037028672,0.653108439203357,-0.0602727271791455,3.17368647119088,,,5,"",,,FALSE,FALSE
V315,0.546221348321903,W,0.606715077465098,TRUE,5,5,0.501913943853684,0.629699111055133,-0.0604937291431953,2.31197354790698,,,5,"",,,FALSE,FALSE
V96,0.56478651734957,W,0.626214164691566,TRUE,5,5,0.508698191263619,0.646851570734424,-0.0614276473419965,2.46940818718346,2.31875226687956e-97,5.45075429236874e-10,5,"",9.79859828907167e-97,2.83202233886115e-09,FALSE,TRUE
V75,0.535731513725174,W,0.60058343024746,TRUE,1,5,0.60058343024746,0.60058343024746,-0.064851916522286,,,,1,fewer than two usable strata,,,FALSE,FALSE
V100,0.526695431293072,W,0.593100086912091,TRUE,5,5,0.508109491850432,0.593100086912091,-0.0664046556190188,2.12540003285296,,,5,"",,,FALSE,FALSE
V314,0.546500112201773,W,0.614077864204839,TRUE,5,5,0.502024154129938,0.620362206916667,-0.0675777520030659,2.6588361200753,,,5,"",,,FALSE,FALSE
V130,0.50218617029523,W,0.570847292229459,TRUE,5,5,0.508097651006711,0.570847292229459,-0.0686611219342296,1.90552528570358,,,5,"",,,FALSE,FALSE
V131,0.528114765827106,W,0.598753592359655,TRUE,5,5,0.508097651006711,0.598753592359655,-0.0706388265325497,2.61784224401087,,,5,"",,,FALSE,FALSE
V127,0.56363301020008,W,0.63444443706357,TRUE,5,5,0.511103004257832,0.640517589971693,-0.0708114268634907,2.47228620242933,5.83151591432734e-94,1.79150250190219e-10,5,"",2.4251701104028e-93,9.51486884343606e-10,FALSE,TRUE
V54,0.531959304942069,W,0.606736880659115,TRUE,1,5,0.606736880659115,0.606736880659115,-0.0747775757170465,,,,1,fewer than two usable strata,,,FALSE,FALSE
TransactionAmt,0.508445109961218,W,0.584097175065584,TRUE,5,5,0.512369657878863,0.830010732612277,-0.0756520651043663,1.65760461853731,1.41832503582395e-32,0,5,"",3.83093978748326e-32,0,FALSE,TRUE
V294,0.625337262527137,W,0.701066086712892,TRUE,5,5,0.540245325598306,0.701066086712892,-0.0757288241857544,4.14453261832472,,,5,"",,,FALSE,FALSE
V317,0.624003452448883,W,0.701276471805055,TRUE,5,5,0.540139820929352,0.701276471805055,-0.0772730193561719,4.64155921204671,,,5,"",,,FALSE,FALSE
V280,0.615947662771125,W,0.694072519507396,TRUE,5,5,0.530223125038388,0.694072519507396,-0.0781248567362713,2.55814973824661,,,5,"",,,FALSE,FALSE
V76,0.534759525981323,W,0.614253458593941,TRUE,1,5,0.614253458593941,0.614253458593941,-0.079493932612618,,,,1,fewer than two usable strata,,,FALSE,FALSE
V308,0.613006896062965,W,0.695795121594411,TRUE,5,5,0.53276762027037,0.695795121594411,-0.0827882255314467,2.98002111604172,,,5,"",,,FALSE,FALSE
V287,0.557281543209408,W,0.640592829057859,TRUE,5,5,0.504016111999398,0.640592829057859,-0.083311285848451,1.97616162290315,,,5,"",,,FALSE,FALSE
V285,0.517520083291631,W,0.602708980067512,TRUE,5,5,0.506642088536744,0.606650182628121,-0.0851888967758814,1.38420626776497,1.86183821672774e-11,0,5,"",3.5605957137421e-11,0,FALSE,TRUE
V13,0.521794632875518,W,0.607366233197125,TRUE,1,5,0.607366233197125,0.607366233197125,-0.0855716003216064,,,,1,fewer than two usable strata,,,FALSE,FALSE
V312,0.558582941111984,W,0.647173676096647,TRUE,5,5,0.503799406400022,0.647173676096647,-0.0885907349846632,2.94468117221289,,,5,"",,,FALSE,FALSE
V310,0.520204197064945,W,0.616844692382721,TRUE,5,5,0.506365943687254,0.616844692382721,-0.0966404953177759,2.121063458342,5.5266594350177e-43,0,5,"",1.7237913952079e-42,0,FALSE,TRUE
V307,0.583458737750293,W,0.682911644599619,TRUE,5,5,0.53384916695891,0.698113395159526,-0.0994529068493262,3.23623178562251,,,5,"",,,FALSE,FALSE
